repo	unit	file	line	group	verdict	platform	why	snippet
paseo-plugins	snip	snip/server/snip-state.ts	109	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	agents = unwrapAgents((await context.paseo.agents.list()).entries);
paseo-plugins	snip	snip/server/snip-state.ts	124	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const ws = await context.paseo.workspaces.list();
paseo-plugins	snip	snip/server/titles.ts	15	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return path.join(home, ".paseo", "plugin-data", "session-titles.json");
paseo-plugins	snip	snip/shared/rpc.ts	14	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* watches ~/.pi/agent/snip-control/<sessionId>.json and acks every request by
paseo-plugins	snip	snip/server/doorbell-poke.ts	34	env-HOME	portable		HOME with os.homedir() fallback	return join(process.env.HOME ?? homedir(), ".pi", "agent", "bridges");
paseo-plugins	snip	snip/server/titles.ts	14	env-HOME	adapt	win	reads $HOME directly (unset on Windows)	const home = process.env.PI_HOME ?? process.env.HOME ?? "/home/coder";
paseo-plugins	snip	snip/server/titles.ts	14	hardcoded-home	adapt	win	fallback chain ends in literal /home/coder (fine wherever HOME set; wrong on Windows/new users)	const home = process.env.PI_HOME ?? process.env.HOME ?? "/home/coder";
paseo-plugins	snip	snip/server/snip-state.ts	43	homedir-api	portable		os.homedir()-anchored — adapts to any user	return path.join(os.homedir(), ".pi", "agent", "snip-control");
paseo-plugins	snip	snip/server/snip-state.ts	47	homedir-api	portable		os.homedir()-anchored — adapts to any user	return path.join(os.homedir(), ".pi", "agent", "extensions", "snip", "snippets");
paseo-plugins	snip	snip/index.server.ts	20	tilde-literal	note		tilde in display/log/test string only, never passed to fs	return { ok: false, sentAt: "", note: "write failed — is ~/.pi/agent/snip-control writable?" };
paseo-plugins	snip	snip/server/doorbell-poke.ts	6	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* engine session socket under ~/.pi/agent/bridges/ so the owning engine
paseo-plugins	snip	snip/server/doorbell-server.ts	5	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* ~/.paseo/plugin-data/bridges/. This server listens on
paseo-plugins	snip	snip/server/doorbell-server.ts	56	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Bridges dir override (tests). Default ~/.paseo/plugin-data/bridges. */
paseo-plugins	snip	snip/shared/rpc.ts	14	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* watches ~/.pi/agent/snip-control/<sessionId>.json and acks every request by
paseo-plugins	snip	snip/server/doorbell-poke.ts	22	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	import { createConnection } from "node:net";
paseo-plugins	snip	snip/server/doorbell-poke.ts	47	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const sock = createConnection({ path: sockPath });
paseo-plugins	snip	snip/server/doorbell-poke.ts	97	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const sockets = entries.filter((e) => e.endsWith(".sock")).slice(0, MAX_SOCKETS_PER_POKE);
paseo-plugins	snip	snip/server/doorbell-server.ts	6	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	* bridges/<pluginId>.sock and, for bell kinds it OWNS, appends an invisible
paseo-plugins	snip	snip/server/doorbell-server.ts	170	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	sockPath = join(dir, `${pluginId}.sock`);
paseo-plugins	subagent-reply	subagent-reply/index.server.ts	63	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const offCreated = server.on("agent.created", (_event, context) => capturePaseo(context.paseo));
paseo-plugins	subagent-reply	subagent-reply/server/hooks.test.ts	33	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	test("child with parent env -> mcpServers.paseo replaced by scoped door", () => {
paseo-plugins	subagent-reply	subagent-reply/server/hooks.test.ts	36	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const door = (out.config.mcpServers ?? {}).paseo as { type: string; url: string };
paseo-plugins	subagent-reply	subagent-reply/server/hooks.test.ts	125	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const token = new URL((out.config.mcpServers!.paseo as { url: string }).url).searchParams.get("caller");
paseo-plugins	subagent-reply	subagent-reply/server/hooks.ts	80	fwdslash-build	portable		forward slash inside a URL — correct on every OS	url: `http://127.0.0.1:${port}/mcp?caller=${token}`,
paseo-plugins	subagent-reply	subagent-reply/server/mcp-server.test.ts	14	fwdslash-build	portable		forward slash inside a URL — correct on every OS	const base = `http://127.0.0.1:${runtime.port}/mcp`;
paseo-plugins	task	task/client/pill.ts	60	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const res = await client.paseo.agents.list();
paseo-plugins	task	task/client/pill.ts	79	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const unsub = client.paseo.agents.subscribe(() => void sync());
paseo-plugins	task	task/index.server.ts	13	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	bell.setPaseo(context.paseo);
paseo-plugins	task	task/index.server.ts	21	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return { ok: false, sentAt: "", note: "write failed — is ~/.pi/agent/task-control writable?" };
paseo-plugins	task	task/index.server.ts	31	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return { ok: false, sentAt: "", note: "write failed — ~/.pi/agent/goal-control writable?" };
paseo-plugins	task	task/server/doorbell-poke.test.ts	76	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(engineBridgesDir()).toContain(join(".pi", "agent", "bridges"));
paseo-plugins	task	task/server/doorbell-poke.ts	6	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* engine session socket under ~/.pi/agent/bridges/ so the owning engine
paseo-plugins	task	task/server/doorbell-poke.ts	34	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(process.env.HOME ?? homedir(), ".pi", "agent", "bridges");
paseo-plugins	task	task/server/doorbell-server.ts	5	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* ~/.paseo/plugin-data/bridges/. This server listens on
paseo-plugins	task	task/server/doorbell-server.ts	56	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	/** Bridges dir override (tests). Default ~/.paseo/plugin-data/bridges. */
paseo-plugins	task	task/server/doorbell-server.ts	86	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return deps.dir ?? join(homedir(), ".paseo", "plugin-data", "bridges");
paseo-plugins	task	task/server/doorbell-server.ts	234	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	server.on(name as never, (_event, context) => bell.setPaseo(context.paseo));
paseo-plugins	task	task/server/goal-state.ts	10	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* plan-state.ts. The engine's goal ext writes ~/.pi/agent/goal-status/<sessionId>.json
paseo-plugins	task	task/server/goal-state.ts	27	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return path.join(process.env.HOME ?? os.homedir(), ".pi", "agent", "goal-status");
paseo-plugins	task	task/server/goal-state.ts	30	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return path.join(process.env.HOME ?? os.homedir(), ".pi", "agent", "goal-control");
paseo-plugins	task	task/server/session-filter.ts	49	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* Unwrap daemon `context.paseo.agents.list()` result: entries are
paseo-plugins	task	task/server/task-state.ts	31	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return path.join(os.homedir(), ".pi", "agent", "task-status");
paseo-plugins	task	task/server/task-state.ts	150	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	agents = unwrapAgents((await context.paseo.agents.list()).entries);
paseo-plugins	task	task/server/task-state.ts	162	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const ws = await context.paseo.workspaces.list();
paseo-plugins	task	task/server/task-state.ts	239	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const dir = path.join(home, ".pi", "agent", "task-control");
paseo-plugins	task	task/server/titles.ts	15	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return path.join(home, ".paseo", "plugin-data", "session-titles.json");
paseo-plugins	task	task/shared/rpc.ts	53	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* (~/.pi/agent/task-status/<sessionId>.json, written by pi-config v1.4.21+).
paseo-plugins	task	task/shared/rpc.ts	112	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* ~/.pi/agent/task-control/<sessionId>.json and the engine (single writer)
paseo-plugins	task	task/server/doorbell-poke.ts	34	env-HOME	portable		HOME with os.homedir() fallback	return join(process.env.HOME ?? homedir(), ".pi", "agent", "bridges");
paseo-plugins	task	task/server/goal-state.ts	27	env-HOME	adapt	win	reads $HOME directly (unset on Windows)	return path.join(process.env.HOME ?? os.homedir(), ".pi", "agent", "goal-status");
paseo-plugins	task	task/server/goal-state.ts	30	env-HOME	adapt	win	reads $HOME directly (unset on Windows)	return path.join(process.env.HOME ?? os.homedir(), ".pi", "agent", "goal-control");
paseo-plugins	task	task/server/task-state.ts	238	env-HOME	adapt	win	reads $HOME directly (unset on Windows)	const home = process.env.HOME ?? os.homedir();
paseo-plugins	task	task/server/titles.ts	14	env-HOME	adapt	win	reads $HOME directly (unset on Windows)	const home = process.env.PI_HOME ?? process.env.HOME ?? "/home/coder";
paseo-plugins	task	task/server/titles.ts	14	hardcoded-home	adapt	win	fallback chain ends in literal /home/coder (fine wherever HOME set; wrong on Windows/new users)	const home = process.env.PI_HOME ?? process.env.HOME ?? "/home/coder";
paseo-plugins	task	task/server/goal-state.ts	27	homedir-api	portable		os.homedir()-anchored — adapts to any user	return path.join(process.env.HOME ?? os.homedir(), ".pi", "agent", "goal-status");
paseo-plugins	task	task/server/goal-state.ts	30	homedir-api	portable		os.homedir()-anchored — adapts to any user	return path.join(process.env.HOME ?? os.homedir(), ".pi", "agent", "goal-control");
paseo-plugins	task	task/server/task-state.ts	31	homedir-api	portable		os.homedir()-anchored — adapts to any user	return path.join(os.homedir(), ".pi", "agent", "task-status");
paseo-plugins	task	task/server/task-state.ts	238	homedir-api	portable		os.homedir()-anchored — adapts to any user	const home = process.env.HOME ?? os.homedir();
paseo-plugins	task	task/index.server.ts	21	tilde-literal	note		tilde in display/log/test string only, never passed to fs	return { ok: false, sentAt: "", note: "write failed — is ~/.pi/agent/task-control writable?" };
paseo-plugins	task	task/index.server.ts	31	tilde-literal	note		tilde in display/log/test string only, never passed to fs	return { ok: false, sentAt: "", note: "write failed — ~/.pi/agent/goal-control writable?" };
paseo-plugins	task	task/server/doorbell-poke.ts	6	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* engine session socket under ~/.pi/agent/bridges/ so the owning engine
paseo-plugins	task	task/server/doorbell-server.ts	5	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* ~/.paseo/plugin-data/bridges/. This server listens on
paseo-plugins	task	task/server/doorbell-server.ts	56	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Bridges dir override (tests). Default ~/.paseo/plugin-data/bridges. */
paseo-plugins	task	task/server/goal-state.ts	10	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* plan-state.ts. The engine's goal ext writes ~/.pi/agent/goal-status/<sessionId>.json
paseo-plugins	task	task/shared/rpc.ts	53	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* (~/.pi/agent/task-status/<sessionId>.json, written by pi-config v1.4.21+).
paseo-plugins	task	task/shared/rpc.ts	112	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* ~/.pi/agent/task-control/<sessionId>.json and the engine (single writer)
paseo-plugins	task	task/server/doorbell-poke.test.ts	12	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const path = join(dir, `${name}.sock`);
paseo-plugins	task	task/server/doorbell-poke.test.ts	59	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	test("dead .sock entry skipped; empty sessionId allowed (global files)", async () => {
paseo-plugins	task	task/server/doorbell-poke.test.ts	63	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	writeFileSync(join(dir, "dead.sock"), "x");
paseo-plugins	task	task/server/doorbell-poke.ts	22	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	import { createConnection } from "node:net";
paseo-plugins	task	task/server/doorbell-poke.ts	47	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const sock = createConnection({ path: sockPath });
paseo-plugins	task	task/server/doorbell-poke.ts	97	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const sockets = entries.filter((e) => e.endsWith(".sock")).slice(0, MAX_SOCKETS_PER_POKE);
paseo-plugins	task	task/server/doorbell-server.ts	6	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	* bridges/<pluginId>.sock and, for bell kinds it OWNS, appends an invisible
paseo-plugins	task	task/server/doorbell-server.ts	170	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	sockPath = join(dir, `${pluginId}.sock`);
pi-config	_shared	_shared/doorbell-server.test.ts	58	chmod	portable-caveat	win	0600/0700 mode bits partially no-op on NTFS	expect(statSync(path).mode & 0o777).toBe(0o600);
pi-config	_shared	_shared/doorbell-server.ts	21	chmod	portable-caveat	win	0600/0700 mode bits partially no-op on NTFS	import { chmodSync, mkdirSync, rmSync, unlinkSync } from "node:fs";
pi-config	_shared	_shared/doorbell-server.ts	125	chmod	portable-caveat	win	0600/0700 mode bits partially no-op on NTFS	chmodSync(sockPath, 0o600); // engine-owned dir; same-user daemons only
pi-config	_shared	_shared/doorbell-server.ts	10	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* at ~/.pi/agent/bridges/<sessionId>.sock (mode 0600, stale cleanup on
pi-config	_shared	_shared/doorbell-server.ts	34	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	/** Bridges dir override (tests). Default ~/.pi/agent/bridges. */
pi-config	_shared	_shared/doorbell-server.ts	73	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return opts?.dir ?? join(homedir(), ".pi", "agent", "bridges");
pi-config	_shared	_shared/doorbell.test.ts	80	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	join("/tmp/fake-home", ".paseo", "plugin-data", "bridges"),
pi-config	_shared	_shared/doorbell.ts	5	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	* ~/.paseo/plugin-data/bridges/ are BELLS, not a data channel — after the
pi-config	_shared	_shared/doorbell.ts	26	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	/** Default bridges dir: ~/.paseo/plugin-data/bridges (override via opts.dir for tests). */
pi-config	_shared	_shared/doorbell.ts	28	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return join(env.HOME || homedir(), ".paseo", "plugin-data", "bridges");
pi-config	_shared	_shared/lessons-core.test.ts	168	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	expect(lessonsFilePath({}, "/home/coder")).toBe("/home/coder/.pi/agent/lessons.md");
pi-config	_shared	_shared/lessons-core.ts	9	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*  - OM consolidator is the SINGLE WRITER of ~/.pi/agent/lessons.md
pi-config	_shared	_shared/lessons-core.ts	25	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	/** Default file location: ~/.pi/agent/lessons.md (HOME-aware; NOT under .memory/
pi-config	_shared	_shared/lessons-core.ts	26	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	*  so memory-guard scope is untouched; NOT under ~/.pi/agent/memory/ so it can
pi-config	_shared	_shared/lessons-core.ts	29	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	return env.LESSONS_FILE && env.LESSONS_FILE.trim() ? env.LESSONS_FILE : join(home, ".pi", "agent", "lessons.md");
pi-config	_shared	_shared/unattended.ts	36	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const d = dir ?? join(process.env.HOME ?? homedir(), ".pi", "agent", "goal-state");
pi-config	_shared	_shared/unattended.ts	58	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const d = dir ?? join(process.env.HOME ?? homedir(), ".pi", "agent", "plan-control");
pi-config	_shared	_shared/unattended.ts	93	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const g = goalDir ?? process.env.UNATTENDED_GOAL_DIR ?? join(process.env.HOME ?? homedir(), ".pi", "agent", "goal-state");
pi-config	_shared	_shared/unattended.ts	95	dotpi-path	portable		dot-path anchored at resolved home (see env-HOME row for the anchor quality)	const p = planDir ?? process.env.UNATTENDED_PLAN_DIR ?? join(process.env.HOME ?? homedir(), ".pi", "agent", "plan-control");
pi-config	_shared	_shared/lessons-core.ts	28	env-HOME	adapt	win	HOME unset on Windows -> empty-string home -> cwd-relative paths	export function lessonsFilePath(env: NodeJS.ProcessEnv = process.env, home = process.env.HOME ?? ""): string {
pi-config	_shared	_shared/unattended.ts	36	env-HOME	portable		HOME with os.homedir() fallback	const d = dir ?? join(process.env.HOME ?? homedir(), ".pi", "agent", "goal-state");
pi-config	_shared	_shared/unattended.ts	58	env-HOME	portable		HOME with os.homedir() fallback	const d = dir ?? join(process.env.HOME ?? homedir(), ".pi", "agent", "plan-control");
pi-config	_shared	_shared/unattended.ts	93	env-HOME	portable		HOME with os.homedir() fallback	const g = goalDir ?? process.env.UNATTENDED_GOAL_DIR ?? join(process.env.HOME ?? homedir(), ".pi", "agent", "goal-state");
pi-config	_shared	_shared/unattended.ts	95	env-HOME	portable		HOME with os.homedir() fallback	const p = planDir ?? process.env.UNATTENDED_PLAN_DIR ?? join(process.env.HOME ?? homedir(), ".pi", "agent", "plan-control");
pi-config	_shared	_shared/lessons-core.test.ts	167	hardcoded-home	note		test fixture	expect(lessonsFilePath({ LESSONS_FILE: "/tmp/l.md" }, "/home/coder")).toBe("/tmp/l.md");
pi-config	_shared	_shared/lessons-core.test.ts	168	hardcoded-home	note		test fixture	expect(lessonsFilePath({}, "/home/coder")).toBe("/home/coder/.pi/agent/lessons.md");
pi-config	_shared	_shared/lessons-core.test.ts	26	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	const line = "[2026-09-05][failure] bash silent-abort >2s — use setsid nohup bg";
pi-config	_shared	_shared/lessons-core.test.ts	30	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	expect(l.text).toContain("setsid nohup");
pi-config	_shared	_shared/lessons-core.test.ts	72	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	expect(containsSecret("use nohup for long commands")).toBe(false);
pi-config	_shared	_shared/lessons-core.test.ts	130	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	{ date: "2026-09-05", tag: "failure", text: "use nohup" },
pi-config	_shared	_shared/lessons-core.test.ts	134	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	expect(block).toContain("[2026-09-05][failure] use nohup");
pi-config	_shared	_shared/doorbell-server.ts	10	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* at ~/.pi/agent/bridges/<sessionId>.sock (mode 0600, stale cleanup on
pi-config	_shared	_shared/doorbell-server.ts	17	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* ~/.pi — the socket opens, nobody pokes it, zero cost. NEVER throws.
pi-config	_shared	_shared/doorbell-server.ts	34	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Bridges dir override (tests). Default ~/.pi/agent/bridges. */
pi-config	_shared	_shared/doorbell.ts	5	tilde-literal	note		tilde in display/log/test string only, never passed to fs	* ~/.paseo/plugin-data/bridges/ are BELLS, not a data channel — after the
pi-config	_shared	_shared/doorbell.ts	26	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Default bridges dir: ~/.paseo/plugin-data/bridges (override via opts.dir for tests). */
pi-config	_shared	_shared/lessons-core.ts	9	tilde-literal	note		tilde in display/log/test string only, never passed to fs	*  - OM consolidator is the SINGLE WRITER of ~/.pi/agent/lessons.md
pi-config	_shared	_shared/lessons-core.ts	25	tilde-literal	note		tilde in display/log/test string only, never passed to fs	/** Default file location: ~/.pi/agent/lessons.md (HOME-aware; NOT under .memory/
pi-config	_shared	_shared/lessons-core.ts	26	tilde-literal	note		tilde in display/log/test string only, never passed to fs	*  so memory-guard scope is untouched; NOT under ~/.pi/agent/memory/ so it can
pi-config	_shared	_shared/doorbell-server.test.ts	5	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	import { createConnection } from "node:net";
pi-config	_shared	_shared/doorbell-server.test.ts	56	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const path = join(root, "sess-1.sock");
pi-config	_shared	_shared/doorbell-server.test.ts	60	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const sock = createConnection({ path });
pi-config	_shared	_shared/doorbell-server.test.ts	82	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	expect(existsSync(join(root, "sess-1.sock"))).toBe(true);
pi-config	_shared	_shared/doorbell-server.test.ts	84	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	expect(existsSync(join(root, "sess-1.sock"))).toBe(false);
pi-config	_shared	_shared/doorbell-server.test.ts	90	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	writeFileSync(join(root, "sess-1.sock"), "stale");
pi-config	_shared	_shared/doorbell-server.test.ts	102	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const sock = createConnection({ path: join(root, "sess-1.sock") });
pi-config	_shared	_shared/doorbell-server.ts	10	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	* at ~/.pi/agent/bridges/<sessionId>.sock (mode 0600, stale cleanup on
pi-config	_shared	_shared/doorbell-server.ts	88	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	sockPath = join(dir, `${sessionId}.sock`);
pi-config	_shared	_shared/doorbell.test.ts	13	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const path = join(root, `${name}.sock`);
pi-config	_shared	_shared/doorbell.test.ts	60	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	test("two sockets: both poked (fan-out), non-.sock files ignored", async () => {
pi-config	_shared	_shared/doorbell.test.ts	70	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	test("dead socket entry (plain file with .sock name) is skipped silently", async () => {
pi-config	_shared	_shared/doorbell.test.ts	71	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	writeFileSync(join(root, "dead.sock"), "not a socket");
pi-config	_shared	_shared/doorbell.ts	22	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	import { createConnection } from "node:net";
pi-config	_shared	_shared/doorbell.ts	54	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const sock = createConnection({ path: sockPath });
pi-config	_shared	_shared/doorbell.ts	105	unix-socket	adapt	win	AF_UNIX unix-socket (doorbell bridges) — Node/bun Windows AF_UNIX immature	const sockets = entries.filter((e) => e.endsWith(".sock")).slice(0, MAX_SOCKETS_PER_POKE);
pi-config	ask-user-question	ask-user-question/smoke-rpc.ts	12	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	import { spawn } from "node:child_process";
pi-config	ask-user-question	ask-user-question/smoke-rpc.ts	13	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	import type { ChildProcessWithoutNullStreams } from "node:child_process";
pi-config	ask-user-question	ask-user-question/smoke-rpc.ts	36	child-spawn	portable-caveat	win	entry-point trick (execPath + real entry .mjs); PATH-'pi' fallback hits .cmd problem on Win	const proc = spawn(PI_BIN, ["--mode", "rpc", "--extension", EXT, "--no-session"], {
pi-config	bash-long-run-guard	bash-long-run-guard/src/match.test.ts	23	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	expect(v.recipe).toContain("setsid nohup");
pi-config	bash-long-run-guard	bash-long-run-guard/src/match.test.ts	45	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	test("already backgrounded (setsid/nohup + /tmp log) → pass — the launcher itself is safe", () => {
pi-config	bash-long-run-guard	bash-long-run-guard/src/match.test.ts	46	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	expect(bashLongRunVerdict("L=/tmp/x.log; setsid nohup bash -c 'bun test' >$L 2>&1 & sleep 1; tail -5 $L").background).toBe(false);
pi-config	bash-long-run-guard	bash-long-run-guard/src/match.test.ts	47	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	expect(bashLongRunVerdict("rm -f /tmp/f.log && setsid nohup bash -c 'bun test > /tmp/f.log 2>&1; echo EXIT:$? >> /tmp/f.log' >/dev/null 2>&1 & sleep 1; echo sta
pi-config	bash-long-run-guard	bash-long-run-guard/src/match.ts	12	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	*   L=/tmp/blk-$RANDOM$RANDOM.log; setsid nohup bash -c '<cmd>; echo EXIT:$?' \
pi-config	bash-long-run-guard	bash-long-run-guard/src/match.ts	43	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	const BACKGROUNDED = /\b(nohup|setsid|disown)\b|\bsystemd-run\b/;
pi-config	bash-long-run-guard	bash-long-run-guard/src/match.ts	59	signals	adapt	win	POSIX-only recipe (setsid/nohup) taught by bash-long-run-guard	recipe: `L=/tmp/blk-$RANDOM$RANDOM.log; setsid nohup bash -c '${c.replace(/'/g, "'\\''")} >$L 2>&1 </dev/null; echo EXIT:$? >>$L' >/dev/null 2>&1 & sleep 1; tai
pi-config	facts	facts/src/curator-run.ts	16	child-spawn	portable-caveat	win	child_process spawn — argv[0] resolution OS-dependent	import { spawn } from "node:child_process";
pi-config	facts	facts/src/curator-run.ts	89	child-spawn	portable-caveat	win	entry-point trick (execPath + real entry .mjs); PATH-'pi' fallback hits .cmd problem on Win	const proc = spawn(pi.command, args, {
